Date,State,District,Soil_Type,pH,EC,N,P,K,OC
16-06-2020,Uttarakhand,Dehradun,Loamy,6.7,0.9,164,18,253,1.16
19-05-2017,Chandigarh,Chandigarh,Loamy,6.5,0.54,223,18,207,1.21
20-11-2022,Rajasthan,Jaipur,Sandy,6.6,0.75,76,8,147,0.79
11-10-2017,Rajasthan,Jaipur,Desert,7.4,0.06,99,12,102,0.39
26-03-2020,Manipur,Imphal,Loamy,8.1,1.53,136,40,222,1.15
25-08-2016,Nagaland,Kohima,Loamy,6,0.68,126,42,188,1.13
18-06-2025,Andaman and Nicobar Islands,Port Blair,Loamy,8.7,2.33,279,49,303,1.19
05-12-2019,Rajasthan,Udaipur,Sandy,7.2,0.75,121,16,149,0.43
21-11-2016,Mizoram,Aizawl,Loamy,6.3,0.82,209,30,334,1.21
08-05-2016,Nagaland,Kohima,Loamy,6.9,0.65,156,40,266,0.98
04-05-2016,Kerala,Ernakulam,Red,6.7,0.42,96,15,149,0.97
31-07-2022,Karnataka,Mysore,Red,6.1,0,161,12,130,0.96
11-08-2023,Punjab,Amritsar,Alluvial,5.3,0.65,263,24,246,1.21
31-12-2021,Himachal Pradesh,Mandi,Sandy Loam,6.1,0.53,74,4,81,0.64
25-01-2016,Andhra Pradesh,Chittoor,Red,6.8,0.76,108,28,224,0.85
07-02-2025,Assam,Tinsukia,Laterite,7.3,1.5,93,26,200,0.69
22-10-2015,Rajasthan,Jaipur,Sandy,6.2,0.41,84,11,88,0.41
24-10-2018,Tamil Nadu,Coimbatore,Alluvial,6.4,0.32,150,46,368,1.38
14-10-2022,Himachal Pradesh,Mandi,Loamy,6.8,0.47,220,43,304,1.06
22-12-2022,Odisha,Bhubaneswar,Laterite,6,0.27,137,9,173,0.94
14-09-2019,Odisha,Bhubaneswar,Laterite,5.9,0.85,110,14,119,0.68
09-02-2022,Tamil Nadu,Madurai,Red,6.6,1.09,115,20,159,0.62
10-10-2016,Uttarakhand,Dehradun,Loamy,6.6,0.78,137,41,271,1.1
17-02-2020,Uttarakhand,Dehradun,Loamy,6.9,0.05,202,21,248,0.94
21-07-2016,Ladakh,Leh,Sandy Loam,7.3,0.37,131,25,126,0.61
03-12-2023,Kerala,Kozhikode,Laterite,5.9,0.18,164,23,110,0.54
10-12-2022,Uttarakhand,Dehradun,Loamy,6.7,1.05,168,36,252,1.29
18-09-2022,Puducherry,Puducherry,Loamy,6.3,0.23,198,38,349,0.74
20-03-2016,Delhi,New Delhi,Loamy,6.7,0.13,249,24,194,1.04
20-12-2024,West Bengal,Darjeeling,Red,6.4,1.49,139,32,127,1.02
29-12-2015,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.8,0.58,130,36,288,1.14
10-12-2020,Lakshadweep,Kavaratti,Loamy,6,0.53,266,20,289,0.8
26-04-2018,Punjab,Amritsar,Alluvial,7.8,0.78,304,41,215,1.47
11-01-2017,Jammu and Kashmir,Srinagar,Loamy,6.6,0.7,269,35,188,0.92
03-08-2020,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,7.3,0.91,141,19,304,0.95
10-11-2016,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.8,0.63,252,34,318,1.04
03-10-2021,Sikkim,Gangtok,Loamy,6.5,0.33,128,23,301,1.25
14-02-2025,Himachal Pradesh,Mandi,Sandy Loam,7.6,1.18,68,14,110,0.93
06-02-2024,Himachal Pradesh,Mandi,Sandy Loam,5.2,0.74,142,14,102,0.49
01-07-2019,Manipur,Imphal,Loamy,6.7,0.46,209,43,327,1.05
22-04-2019,Madhya Pradesh,Bhopal,Black,8.1,1.66,230,27,302,0.77
20-09-2018,Sikkim,Gangtok,Loamy,6.6,0.58,145,28,225,0.98
09-11-2020,Meghalaya,Shillong,Loamy,6.8,0.69,137,38,198,0.92
10-11-2024,Lakshadweep,Kavaratti,Loamy,6.7,0.78,133,34,290,1.17
04-03-2015,Arunachal Pradesh,Itanagar,Loamy,6.2,0.55,216,22,279,1.12
22-03-2025,Uttar Pradesh,Lucknow,Alluvial,7.6,0.81,184,30,360,1.18
03-01-2022,Maharashtra,Nashik,Black,7,0.83,237,25,272,0.96
08-03-2018,Puducherry,Puducherry,Loamy,6.3,0.71,261,39,239,1.08
27-04-2025,Haryana,Karnal,Alluvial,7.9,1.37,249,47,370,1.05
01-12-2023,Ladakh,Leh,Sandy Loam,7.5,1.53,154,29,124,0.56
13-05-2018,Rajasthan,Udaipur,Sandy,5.9,0.17,79,8,69,0.57
20-09-2022,West Bengal,Darjeeling,Red,4.1,0.89,116,5,75,0.34
30-12-2023,Goa,North Goa,Loamy,7.5,1.71,286,29,344,1.36
13-09-2015,Punjab,Amritsar,Alluvial,6.7,0.74,152,35,352,1.22
15-05-2015,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.6,0.58,219,35,244,1.01
23-12-2024,Delhi,New Delhi,Loamy,6,0.42,222,27,340,1.21
24-05-2017,Gujarat,Rajkot,Sandy,6.3,0.26,140,9,89,0.69
01-04-2017,Haryana,Faridabad,Alluvial,6.1,0.66,154,47,253,1.21
05-11-2020,Himachal Pradesh,Shimla,Loamy,6.7,0.55,126,21,292,0.97
12-09-2025,Arunachal Pradesh,Itanagar,Loamy,5.6,0.3,124,13,251,0.95
24-04-2023,Mizoram,Aizawl,Loamy,6.2,0.31,246,40,236,0.9
23-12-2023,Mizoram,Aizawl,Loamy,7.4,1.28,238,33,245,0.85
06-10-2023,Jammu and Kashmir,Srinagar,Loamy,6.5,0.21,127,32,199,1.04
02-04-2017,Chandigarh,Chandigarh,Loamy,6.4,0.65,237,27,332,1.25
02-06-2023,Goa,North Goa,Loamy,6.9,0.65,205,39,226,0.79
31-08-2017,Bihar,Purnia,Alluvial,6.9,0.19,297,35,205,1.33
01-03-2023,Jammu and Kashmir,Srinagar,Loamy,6.9,0.96,276,32,332,0.92
13-11-2019,Himachal Pradesh,Mandi,Sandy Loam,7,0.04,88,23,83,0.51
01-05-2015,Goa,North Goa,Loamy,6.7,0.79,231,18,315,0.96
18-06-2024,Madhya Pradesh,Bhopal,Red,8.6,2.81,112,24,190,0.91
26-06-2019,Sikkim,Gangtok,Loamy,6.9,0.96,274,19,360,1.3
07-07-2023,West Bengal,Darjeeling,Alluvial,7.4,1.43,202,26,234,0.91
26-09-2018,Chandigarh,Chandigarh,Loamy,6.7,0.69,170,40,341,0.79
04-10-2017,Ladakh,Leh,Sandy Loam,7,0.28,109,10,108,0.88
13-07-2017,Arunachal Pradesh,Itanagar,Loamy,6.3,0.53,129,17,255,1.06
06-10-2016,Ladakh,Leh,Sandy Loam,6.9,0.04,126,24,119,0.49
25-07-2020,Haryana,Faridabad,Sandy,6.6,0.08,140,15,89,0.59
24-07-2022,Himachal Pradesh,Kangra,Sandy Loam,6.6,0.06,116,19,76,0.41
17-12-2022,Andhra Pradesh,Guntur,Alluvial,5.4,0.12,152,23,235,1.17
30-08-2020,Madhya Pradesh,Bhopal,Black,6.4,0.07,211,15,280,0.54
30-08-2015,Manipur,Imphal,Loamy,6.9,0.63,195,19,318,0.74
07-11-2021,Lakshadweep,Kavaratti,Loamy,7,0.81,132,45,337,1.02
30-03-2023,Puducherry,Puducherry,Loamy,7.1,0.93,255,24,252,1.21
22-04-2022,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.6,0.88,187,38,256,0.9
08-06-2021,Maharashtra,Mumbai,Red,7.3,1.54,207,18,250,0.81
08-06-2019,Maharashtra,Nashik,Red,6,0.7,100,25,146,0.56
14-01-2025,Andaman and Nicobar Islands,Port Blair,Loamy,5.8,0.32,180,16,216,0.97
13-03-2017,Odisha,Bhubaneswar,Laterite,5.9,0.08,86,15,168,0.86
21-08-2017,Uttarakhand,Dehradun,Loamy,6.9,0.62,185,40,222,0.97
10-03-2015,Himachal Pradesh,Shimla,Sandy Loam,6.6,0.32,88,22,156,0.81
26-02-2018,West Bengal,Darjeeling,Red,5.6,0.52,97,24,148,0.87
15-07-2015,Telangana,Warangal,Red,5.7,0.48,153,19,142,0.42
27-12-2020,West Bengal,Howrah,Alluvial,6.6,0.35,256,45,378,1.08
16-08-2024,Ladakh,Leh,Sandy Loam,6.5,0.42,128,5,118,0.7
19-05-2021,Nagaland,Kohima,Loamy,7.3,1.26,249,30,276,1.13
17-06-2021,Tripura,Agartala,Loamy,6.2,0.26,147,28,240,0.95
15-01-2017,Jammu and Kashmir,Srinagar,Loamy,6.9,0.68,199,40,335,1.06
15-11-2024,Bihar,Muzaffarpur,Alluvial,6.7,0.03,151,47,342,0.89
16-08-2019,Maharashtra,Pune,Red,5.7,0.08,77,16,190,0.93
04-10-2015,Uttar Pradesh,Lucknow,Sandy,6.3,0.31,69,17,67,0.44
02-03-2015,Haryana,Karnal,Alluvial,6.9,0.27,244,48,338,1.37
13-04-2024,Telangana,Hyderabad,Black,5.1,1.11,160,18,134,0.82
28-03-2020,Meghalaya,Shillong,Loamy,6.4,0.06,237,39,202,0.93
30-09-2020,Punjab,Amritsar,Alluvial,7.2,0.31,159,22,394,0.91
09-01-2021,Manipur,Imphal,Loamy,7.7,1.1,133,25,284,0.83
08-11-2019,Gujarat,Rajkot,Sandy,6.6,0.68,57,13,82,0.68
27-08-2018,Mizoram,Aizawl,Loamy,5.9,0.41,270,28,258,0.98
12-01-2020,Sikkim,Gangtok,Loamy,5.9,0.13,132,20,204,0.96
04-02-2022,Sikkim,Gangtok,Loamy,4.5,0.75,190,34,212,0.64
20-07-2016,Kerala,Kozhikode,Red,5.5,0.58,175,24,234,0.73
22-06-2024,Nagaland,Kohima,Loamy,5.3,0.68,137,24,253,1.03
21-04-2019,Manipur,Imphal,Loamy,6.4,0.41,272,16,309,1.03
13-09-2016,Meghalaya,Shillong,Loamy,6,0.63,124,38,309,1.11
18-07-2020,Chhattisgarh,Raipur,Loamy,6.1,0.26,129,32,237,1.04
15-04-2018,Arunachal Pradesh,Itanagar,Loamy,6,0.08,254,33,314,0.63
26-05-2024,West Bengal,Darjeeling,Alluvial,7,0.65,217,48,362,0.87
10-11-2015,Uttarakhand,Dehradun,Loamy,6.5,0.8,186,27,233,0.99
25-10-2022,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6,0.64,272,24,275,0.87
05-12-2022,Ladakh,Leh,Sandy Loam,6,0.34,133,7,75,0.44
14-11-2020,Andhra Pradesh,Visakhapatnam,Black,6.8,0.64,204,27,333,1.07
07-01-2023,Andaman and Nicobar Islands,Port Blair,Loamy,5.9,0.02,259,25,241,1.15
21-05-2018,Andhra Pradesh,Visakhapatnam,Red,6.4,0.62,186,19,227,0.42
16-11-2022,Haryana,Hisar,Alluvial,6.3,0.04,173,41,198,1.15
17-05-2015,Meghalaya,Shillong,Loamy,6.8,0.65,236,38,237,1.3
26-10-2017,West Bengal,Darjeeling,Red,5.5,0.48,196,14,141,0.74
17-05-2023,Sikkim,Gangtok,Loamy,6.5,0.12,255,20,280,0.86
26-11-2020,Nagaland,Kohima,Loamy,6.9,1.03,205,43,328,1.02
07-02-2022,Sikkim,Gangtok,Loamy,7.6,1.04,236,29,217,0.94
08-07-2023,Kerala,Kozhikode,Laterite,5.7,0.15,160,8,131,0.6
23-10-2016,Odisha,Bhubaneswar,Red,6.1,0.45,171,15,111,0.52
08-10-2021,Tripura,Agartala,Loamy,7.2,0.8,150,47,258,1.05
01-05-2022,Chhattisgarh,Raipur,Loamy,6.4,0.58,204,44,229,1.04
27-04-2021,Puducherry,Puducherry,Loamy,6.4,0.43,128,35,213,0.97
29-07-2024,Jharkhand,Ranchi,Loamy,5.4,0.67,181,11,202,1.06
28-03-2015,Gujarat,Ahmedabad,Sandy,6.8,0.39,113,17,63,0.56
17-11-2021,Manipur,Imphal,Loamy,6.8,0.87,249,30,273,0.73
24-10-2020,Telangana,Hyderabad,Red,6,0.35,106,29,242,0.55
23-11-2021,Uttar Pradesh,Varanasi,Alluvial,7.9,1.06,288,49,347,1.2
27-09-2021,Uttar Pradesh,Varanasi,Alluvial,7.8,1.54,305,28,281,1.44
12-11-2022,Uttar Pradesh,Lucknow,Sandy,7.3,1.59,129,20,151,0.86
21-01-2023,Jharkhand,Ranchi,Loamy,6.3,0.36,232,25,226,1.16
05-08-2022,Mizoram,Aizawl,Loamy,7,0.62,258,18,321,0.8
09-11-2021,Maharashtra,Mumbai,Red,7.5,2.04,126,33,233,0.71
01-08-2018,Arunachal Pradesh,Itanagar,Loamy,6.4,0.34,142,39,331,0.75
24-01-2024,Madhya Pradesh,Bhopal,Black,6.6,0.49,228,16,325,0.61
28-08-2019,Uttarakhand,Dehradun,Loamy,7,0.41,223,20,236,1.14
18-01-2025,Himachal Pradesh,Shimla,Sandy Loam,7.3,0.54,141,23,178,0.42
24-05-2022,Gujarat,Rajkot,Sandy,7,0.73,137,21,128,0.79
12-06-2022,Jharkhand,Ranchi,Loamy,6.2,0.55,178,25,219,1.24
08-12-2024,Himachal Pradesh,Mandi,Sandy Loam,7.9,1.86,135,15,127,1.04
05-06-2024,Sikkim,Gangtok,Loamy,4.9,1.68,188,31,262,1.03
09-05-2016,Tamil Nadu,Chennai,Red,6.2,0.57,90,22,216,0.67
06-07-2019,Gujarat,Ahmedabad,Sandy,6.5,0.25,147,12,62,0.31
26-04-2020,Himachal Pradesh,Shimla,Loamy,6.1,0.62,268,44,192,0.79
04-12-2017,Uttarakhand,Dehradun,Loamy,6.3,1.04,134,20,227,1.28
25-11-2018,Telangana,Nizamabad,Red,6.8,0.83,172,13,194,0.88
01-02-2024,Andaman and Nicobar Islands,Port Blair,Loamy,8.1,1.69,168,51,334,1.25
04-02-2025,Mizoram,Aizawl,Loamy,5.2,0.32,183,35,196,0.78
19-08-2016,Punjab,Patiala,Alluvial,6.2,0.48,189,28,252,0.97
25-03-2016,Gujarat,Rajkot,Sandy,6.5,0.17,93,18,61,0.78
29-04-2016,Gujarat,Ahmedabad,Black,6.7,0.11,136,16,259,0.77
07-10-2016,West Bengal,Kolkata,Alluvial,6.8,0.6,242,28,229,1.07
21-04-2022,Odisha,Bhubaneswar,Red,6.2,0.93,152,24,129,0.46
17-06-2023,Punjab,Amritsar,Alluvial,5.1,0.98,196,16,217,0.95
18-06-2019,Gujarat,Surat,Sandy,5.5,0.15,112,8,53,0.34
23-10-2016,Goa,North Goa,Loamy,6.9,0.63,229,39,223,1.08
27-01-2017,Tripura,Agartala,Loamy,6,0.69,226,24,317,0.7
16-10-2015,Madhya Pradesh,Bhopal,Red,5.8,0.53,123,18,212,0.95
17-07-2024,Sikkim,Gangtok,Loamy,6,0.21,196,32,260,1.16
21-12-2016,Mizoram,Aizawl,Loamy,6,0.35,197,43,281,1.01
29-09-2016,Sikkim,Gangtok,Loamy,7,0.52,145,26,362,1.24
01-04-2021,Puducherry,Puducherry,Loamy,6.1,0.13,222,25,190,0.77
29-09-2021,Haryana,Karnal,Alluvial,7.9,1.57,174,49,384,1.4
05-03-2023,Nagaland,Kohima,Loamy,6.2,0.43,141,30,228,1.17
13-05-2016,Telangana,Nizamabad,Red,6.2,0.36,196,21,179,0.64
10-04-2023,Arunachal Pradesh,Itanagar,Loamy,5.6,0.14,264,21,220,1.1
25-09-2016,Arunachal Pradesh,Itanagar,Loamy,7,0.6,254,21,248,0.95
01-08-2019,Uttarakhand,Dehradun,Loamy,6,0.11,228,33,253,0.85
23-07-2020,Maharashtra,Mumbai,Black,6.7,0.52,187,32,189,0.62
26-05-2023,Kerala,Ernakulam,Laterite,6,0.46,149,23,85,0.92
25-04-2015,Lakshadweep,Kavaratti,Loamy,6.8,0.39,229,30,245,0.85
27-02-2023,West Bengal,Darjeeling,Red,4.3,0.65,138,11,142,0.79
04-11-2016,West Bengal,Darjeeling,Red,5.9,0.37,172,14,198,0.66
03-10-2019,Tripura,Agartala,Loamy,7.8,1.31,152,25,266,1.19
11-06-2018,Bihar,Gaya,Alluvial,6.8,0.74,157,28,244,1.32
20-11-2024,Uttar Pradesh,Varanasi,Sandy,6.5,0.05,73,6,139,0.74
10-06-2023,Ladakh,Leh,Sandy Loam,6.3,0.17,124,19,116,0.68
03-03-2021,Assam,Cachar,Laterite,6.2,0.36,150,12,143,0.78
08-04-2025,Andhra Pradesh,Krishna,Red,6.6,0.3,186,24,106,0.51
13-04-2021,Mizoram,Aizawl,Loamy,6.7,0.53,272,41,239,1
09-12-2024,Gujarat,Vadodara,Sandy,5.5,0.59,83,8,71,0.58
06-09-2022,Chhattisgarh,Raipur,Loamy,6.9,1.63,260,44,223,0.95
04-10-2023,Odisha,Bhubaneswar,Laterite,6.6,0.75,97,17,102,0.65
27-05-2015,Puducherry,Puducherry,Loamy,7.2,0.56,177,42,292,0.78
05-12-2020,Jammu and Kashmir,Srinagar,Loamy,6.8,0.75,245,37,251,1
15-06-2024,Meghalaya,Shillong,Loamy,3.8,1.62,204,17,235,0.59
16-02-2016,Uttarakhand,Dehradun,Loamy,6.7,0.74,206,30,265,1.16
15-08-2019,Tripura,Agartala,Loamy,6.6,0.94,248,33,327,1.25
03-01-2025,Uttar Pradesh,Kanpur,Sandy,7,1.05,118,13,161,0.48
07-08-2021,Maharashtra,Pune,Red,5.8,0.47,115,13,237,0.58
13-03-2019,Maharashtra,Mumbai,Red,5.9,0.19,96,23,98,0.55
17-05-2015,Maharashtra,Nashik,Red,6.4,0.23,170,13,221,0.74
21-11-2023,Tripura,Agartala,Loamy,8.1,1.62,195,45,368,0.96
14-03-2024,Ladakh,Leh,Sandy Loam,6.5,0.26,152,12,87,0.45
25-03-2023,Bihar,Muzaffarpur,Alluvial,6.9,0.4,205,21,255,1.44
22-09-2024,Manipur,Imphal,Loamy,6.1,0.08,187,30,332,0.88
19-01-2015,Lakshadweep,Kavaratti,Loamy,6.8,0.52,274,30,339,1
20-02-2021,Nagaland,Kohima,Loamy,6.5,0.01,117,12,289,0.7
05-07-2021,Maharashtra,Nagpur,Black,8.4,1.44,190,24,218,0.96
13-05-2020,Andhra Pradesh,Visakhapatnam,Alluvial,6,0.14,275,37,284,1.42
31-01-2021,Punjab,Ludhiana,Alluvial,7.4,1.03,242,25,340,0.97
28-09-2017,Jharkhand,Ranchi,Loamy,6.2,0.34,173,40,183,0.77
24-03-2016,Jharkhand,Ranchi,Loamy,6.8,0.24,268,25,319,0.83
02-05-2020,Telangana,Nizamabad,Red,6.6,0.3,171,20,170,0.73
03-08-2017,Puducherry,Puducherry,Loamy,6.4,0.73,168,32,206,1.11
09-10-2018,West Bengal,Howrah,Red,5.4,0.12,107,14,146,0.42
03-03-2019,Uttarakhand,Dehradun,Loamy,6.9,0.19,231,30,276,0.75
21-05-2015,Andhra Pradesh,Chittoor,Alluvial,6.7,0.47,232,33,361,1.32
06-09-2022,Delhi,New Delhi,Loamy,5.9,0.21,198,31,326,0.94
04-04-2020,Bihar,Gaya,Alluvial,7,1.01,169,39,216,0.94
25-02-2023,Gujarat,Rajkot,Black,8.3,1.55,150,44,245,1.05
03-04-2015,Himachal Pradesh,Shimla,Loamy,6.8,0.56,181,17,233,1.23
27-08-2015,Meghalaya,Shillong,Loamy,6.2,0.41,153,42,306,1.23
24-07-2015,Chhattisgarh,Raipur,Loamy,7,0.47,124,25,309,0.77
20-02-2022,Puducherry,Puducherry,Loamy,5.7,0.52,124,12,191,0.79
27-12-2018,Tamil Nadu,Madurai,Alluvial,6.9,0.11,251,34,339,1
02-09-2015,Tripura,Agartala,Loamy,6.6,0.31,139,26,267,0.75
11-04-2017,Madhya Pradesh,Bhopal,Black,7.3,0.31,209,25,158,0.76
11-04-2024,Telangana,Hyderabad,Black,7.2,0.86,121,23,169,0.98
20-02-2023,Karnataka,Hubli,Black,8.1,1.39,131,25,265,0.67
22-10-2015,Mizoram,Aizawl,Loamy,7,0.69,129,40,181,0.77
11-05-2022,Madhya Pradesh,Bhopal,Red,6.5,0.27,172,14,248,0.91
05-05-2017,Uttarakhand,Dehradun,Loamy,6.7,0.46,157,18,260,0.93
07-03-2024,Punjab,Amritsar,Alluvial,6,0.24,186,39,269,0.83
26-08-2020,Delhi,New Delhi,Loamy,6.5,0.69,148,33,356,1.26
12-03-2015,Lakshadweep,Kavaratti,Loamy,7.1,0.45,265,45,324,0.93
16-07-2018,Haryana,Faridabad,Alluvial,6.8,0.3,298,21,376,0.84
10-09-2018,Andaman and Nicobar Islands,Port Blair,Loamy,7,0.63,263,32,350,1.18
01-08-2025,Odisha,Bhubaneswar,Laterite,7.3,1.23,138,28,168,0.99
01-11-2015,Goa,North Goa,Loamy,6.3,0.63,122,21,239,1.23
23-08-2024,Rajasthan,Udaipur,Sandy,5.7,0.2,102,6,68,0.36
27-10-2017,Sikkim,Gangtok,Loamy,7,0.24,271,38,327,0.79
30-08-2018,Jharkhand,Ranchi,Loamy,6.8,0.74,210,32,209,0.95
27-03-2017,Jharkhand,Ranchi,Loamy,6.5,0.56,135,35,211,0.94
31-01-2018,Andaman and Nicobar Islands,Port Blair,Loamy,6.8,0.52,181,40,236,1.1
31-03-2017,Meghalaya,Shillong,Loamy,6,0.68,208,40,218,1.2
12-07-2015,Andhra Pradesh,Guntur,Alluvial,6.1,0.73,273,37,322,1.04
12-11-2019,Mizoram,Aizawl,Loamy,6.7,0.72,250,28,312,0.76
24-12-2024,Chandigarh,Chandigarh,Loamy,5.2,0.75,267,20,170,0.61
12-06-2016,Uttar Pradesh,Kanpur,Sandy,6.8,0.19,82,16,90,0.66
27-01-2021,Odisha,Bhubaneswar,Laterite,6.7,1.1,170,26,172,1.04
17-11-2024,Rajasthan,Jaipur,Desert,7.5,0.13,71,6,51,0.21
08-09-2015,Mizoram,Aizawl,Loamy,6.2,0.58,233,37,247,1.25
24-11-2019,Rajasthan,Jodhpur,Sandy,6.6,0.02,144,9,120,0.33
20-06-2024,Odisha,Bhubaneswar,Laterite,6,0.02,75,10,141,0.62
23-12-2023,Gujarat,Ahmedabad,Black,8.1,1.25,244,41,218,0.77
01-02-2022,Mizoram,Aizawl,Loamy,7.1,0.73,157,40,304,1.13
17-02-2025,Andhra Pradesh,Chittoor,Red,6.2,0.48,122,16,108,0.57
19-07-2020,Goa,North Goa,Loamy,7.2,0.85,221,43,231,1.07
29-09-2021,Uttar Pradesh,Kanpur,Alluvial,5.6,0.06,159,44,259,0.9
12-10-2022,Arunachal Pradesh,Itanagar,Loamy,6.3,0.36,206,32,258,0.95
04-11-2018,Lakshadweep,Kavaratti,Loamy,6.3,0.36,138,37,298,0.86
13-03-2018,Chhattisgarh,Raipur,Loamy,6.1,0.33,119,37,263,1.03
03-09-2020,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6,0.53,236,31,256,0.98
29-08-2025,Kerala,Ernakulam,Laterite,8.2,2.12,184,20,192,0.86
08-06-2022,Jammu and Kashmir,Srinagar,Loamy,6.3,0.32,195,15,178,1.03
01-01-2018,Chandigarh,Chandigarh,Loamy,6.2,0.41,189,22,218,1
03-05-2022,Goa,North Goa,Loamy,6,0.2,126,32,273,0.76
22-01-2020,Manipur,Imphal,Loamy,6.3,0.42,269,29,190,0.94
09-09-2025,Manipur,Imphal,Loamy,7,0.46,207,19,181,1.29
31-08-2023,Meghalaya,Shillong,Loamy,6.1,0.13,208,36,219,0.98
19-05-2016,Punjab,Ludhiana,Alluvial,6.2,0.48,157,45,325,1.46
10-06-2019,Madhya Pradesh,Bhopal,Red,5.5,0.54,130,19,140,0.65
11-07-2021,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,7.4,0.74,250,19,230,1.01
08-10-2021,Puducherry,Puducherry,Loamy,6.1,0.27,207,16,197,0.7
21-12-2021,Andaman and Nicobar Islands,Port Blair,Loamy,7.1,0.65,152,34,273,0.95
19-10-2018,Assam,Dibrugarh,Laterite,5.7,0.59,139,13,181,0.83
14-03-2023,Himachal Pradesh,Mandi,Sandy Loam,7.7,1.78,100,19,186,0.7
01-05-2022,Karnataka,Hubli,Laterite,6.4,0.5,132,14,171,0.6
13-06-2025,Karnataka,Bangalore,Laterite,5.5,0.05,175,21,129,0.93
07-05-2018,Tripura,Agartala,Loamy,7.4,0.81,160,31,243,0.99
18-12-2016,Sikkim,Gangtok,Loamy,7,0.74,249,31,281,1.19
16-07-2024,Himachal Pradesh,Shimla,Sandy Loam,6.7,0.82,117,17,163,0.58
05-12-2015,Punjab,Amritsar,Alluvial,6.9,0.51,182,39,345,0.81
20-10-2016,Rajasthan,Jaipur,Desert,7.4,0.42,91,11,60,0.46
19-08-2017,Jharkhand,Ranchi,Loamy,6.1,0.25,200,35,207,0.94
04-03-2016,Sikkim,Gangtok,Loamy,6.8,0.51,165,34,313,1.1
21-07-2025,Andaman and Nicobar Islands,Port Blair,Loamy,7.6,1.34,254,35,372,0.79
17-06-2017,Himachal Pradesh,Kangra,Loamy,6.6,1.04,256,41,344,0.99
19-05-2015,Chhattisgarh,Raipur,Loamy,6.2,0.67,167,22,211,0.72
22-04-2025,Karnataka,Belgaum,Red,7.2,1.15,205,22,241,1.05
09-03-2023,Andhra Pradesh,Visakhapatnam,Black,8.3,1.22,137,39,283,0.69
25-06-2016,Andhra Pradesh,Krishna,Alluvial,7.2,0.74,156,28,363,1.21
05-10-2020,Chhattisgarh,Raipur,Loamy,7,0.62,137,33,258,1.05
09-06-2018,Sikkim,Gangtok,Loamy,6,0.28,178,40,229,1.19
29-05-2022,Uttar Pradesh,Kanpur,Alluvial,7.4,1.61,286,49,347,1.11
18-10-2021,Goa,North Goa,Loamy,5.6,0.34,213,38,212,1.1
19-01-2016,Lakshadweep,Kavaratti,Loamy,6.9,0.62,231,43,257,1.28
20-02-2022,Karnataka,Belgaum,Black,7,0.71,178,38,208,1.06
13-07-2015,Jharkhand,Ranchi,Loamy,6.3,0.34,206,29,232,1.28
04-06-2025,Puducherry,Puducherry,Loamy,7.4,0.97,207,23,305,1.31
08-03-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.3,0.96,141,35,195,0.82
25-01-2022,Kerala,Thrissur,Laterite,4.8,0.75,82,7,65,0.89
09-01-2022,Meghalaya,Shillong,Loamy,7.2,1.11,239,20,295,0.86
26-07-2022,Assam,Cachar,Laterite,5.9,0.45,174,17,142,0.51
30-08-2022,Arunachal Pradesh,Itanagar,Loamy,7.9,1.67,251,26,335,0.88
10-02-2021,Chhattisgarh,Raipur,Loamy,6.7,0.13,265,39,299,0.74
10-03-2020,Karnataka,Belgaum,Laterite,6.1,0.65,81,21,144,0.58
28-05-2021,Tripura,Agartala,Loamy,6.9,0.77,147,39,198,1.06
29-04-2024,Jammu and Kashmir,Srinagar,Loamy,6.3,0.13,213,26,218,0.81
01-01-2017,Jammu and Kashmir,Srinagar,Loamy,7.1,0.45,140,18,195,0.72
03-12-2020,Sikkim,Gangtok,Loamy,6.1,0.16,133,30,305,1.06
12-11-2022,Sikkim,Gangtok,Loamy,6.4,0.21,218,41,287,0.71
18-07-2023,Karnataka,Bangalore,Laterite,6.4,1.15,151,14,152,0.98
15-11-2016,Lakshadweep,Kavaratti,Loamy,6.9,0.59,247,45,339,0.94
23-03-2015,Jammu and Kashmir,Srinagar,Loamy,6.9,0.63,152,40,333,0.94
21-11-2022,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.8,1.24,184,40,250,0.92
08-07-2021,Haryana,Karnal,Alluvial,6.3,0.8,265,28,397,1.08
17-02-2022,Punjab,Amritsar,Alluvial,8.1,1.06,248,39,412,1.15
10-07-2021,Puducherry,Puducherry,Loamy,6.3,0.98,140,33,313,0.93
15-06-2016,Bihar,Muzaffarpur,Alluvial,7.2,0.52,209,30,222,1.24
06-06-2020,Nagaland,Kohima,Loamy,6.4,0.28,253,41,314,0.64
09-08-2015,Bihar,Purnia,Alluvial,7.3,0.33,203,50,281,1.26
