Date,Crop,State,District,Market,Modal_Price,Min_Price,Max_Price,Arrivals,Unit
2023-10-18,Coconut,Kerala,Thrissur,Thrissur Wholesale,3059.0,2509.0,3430.0,1218.0,INR/Quintal
2021-08-06,Potato,Bihar,Muzaffarpur,Muzaffarpur Wholesale,1870.0,1534.0,2097.0,2750.0,INR/Quintal
2015-01-08,Cotton,Telangana,Hyderabad,Hyderabad Wholesale,5656.0,4638.0,6343.0,3030.0,INR/Quintal
2021-11-30,Coconut,Andhra Pradesh,Visakhapatnam,Visakhapatnam Wholesale,1749.0,1434.0,1961.0,2996.0,INR/Quintal
2024-05-16,Sugarcane,Tamil Nadu,Chennai,Chennai Wholesale,429.0,352.0,481.0,5517.0,INR/Quintal
2020-07-12,Wheat,Haryana,Karnal,Karnal Wholesale,2165.0,1775.0,2428.0,3114.0,INR/Quintal
2016-05-09,Cotton,Telangana,Hyderabad,Hyderabad Wholesale,4568.0,3746.0,5123.0,4456.0,INR/Quintal
2019-06-18,Potato,Uttar Pradesh,Kanpur,Kanpur Wholesale,1127.0,924.0,1264.0,3203.0,INR/Quintal
2022-11-20,Potato,Bihar,Purnia,Purnia Wholesale,1847.0,1515.0,2071.0,1094.0,INR/Quintal
2024-07-30,Pulses,Maharashtra,Nashik,Nashik Wholesale,6976.0,5721.0,7823.0,2817.0,INR/Quintal
2017-11-28,Cotton,Andhra Pradesh,Guntur,Guntur Wholesale,5298.0,4345.0,5941.0,2797.0,INR/Quintal
2022-03-25,Oilseeds,Gujarat,Ahmedabad,Ahmedabad Wholesale,3268.0,2680.0,3665.0,4138.0,INR/Quintal
2015-07-06,Tea,Kerala,Ernakulam,Ernakulam Wholesale,11994.0,9836.0,13450.0,2813.0,INR/Quintal
2025-01-15,Potato,Uttar Pradesh,Kanpur,Kanpur Wholesale,2387.0,1958.0,2677.0,5246.0,INR/Quintal
2025-01-19,Wheat,Bihar,Muzaffarpur,Muzaffarpur Wholesale,2483.0,2036.0,2784.0,5173.0,INR/Quintal
2022-09-02,Coconut,Andhra Pradesh,Chittoor,Chittoor Wholesale,1275.0,1046.0,1430.0,2364.0,INR/Quintal
2020-02-21,Sugarcane,Karnataka,Hubli,Hubli Wholesale,465.0,381.0,521.0,2094.0,INR/Quintal
2020-11-10,Sugarcane,Uttar Pradesh,Kanpur,Kanpur Wholesale,480.0,394.0,538.0,1380.0,INR/Quintal
2015-03-27,Apple,Himachal Pradesh,Kangra,Kangra Wholesale,3399.0,2787.0,3812.0,2865.0,INR/Quintal
2023-07-13,Coconut,Andhra Pradesh,Krishna,Krishna Wholesale,2716.0,2227.0,3046.0,768.0,INR/Quintal
2015-05-17,Rice,Bihar,Gaya,Gaya Wholesale,2177.0,1785.0,2441.0,1184.0,INR/Quintal
2021-10-04,Rice,Andhra Pradesh,Chittoor,Chittoor Wholesale,2074.0,1701.0,2326.0,699.0,INR/Quintal
2020-10-22,Coconut,Tamil Nadu,Coimbatore,Coimbatore Wholesale,2874.0,2357.0,3223.0,1960.0,INR/Quintal
2024-11-28,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,5441.0,4462.0,6102.0,1970.0,INR/Quintal
2019-06-25,Oilseeds,Maharashtra,Nashik,Nashik Wholesale,4514.0,3702.0,5062.0,766.0,INR/Quintal
2024-10-23,Pulses,Maharashtra,Pune,Pune Wholesale,5780.0,4740.0,6482.0,2714.0,INR/Quintal
2023-11-02,Sugarcane,Karnataka,Mysore,Mysore Wholesale,418.0,343.0,469.0,2124.0,INR/Quintal
2024-02-09,Maize,Maharashtra,Pune,Pune Wholesale,2294.0,1881.0,2572.0,6521.0,INR/Quintal
2021-01-27,Sugarcane,Maharashtra,Pune,Pune Wholesale,484.0,397.0,543.0,6331.0,INR/Quintal
2019-10-18,Potato,Bihar,Gaya,Gaya Wholesale,2196.0,1801.0,2463.0,2652.0,INR/Quintal
2021-01-26,Cotton,Maharashtra,Pune,Pune Wholesale,6066.0,4975.0,6802.0,3933.0,INR/Quintal
2019-11-23,Cotton,Gujarat,Rajkot,Rajkot Wholesale,4697.0,3852.0,5267.0,1502.0,INR/Quintal
2017-05-21,Potato,Bihar,Purnia,Purnia Wholesale,2101.0,1723.0,2356.0,4959.0,INR/Quintal
2021-06-27,Potato,Punjab,Amritsar,Amritsar Wholesale,1694.0,1389.0,1900.0,3056.0,INR/Quintal
2024-12-17,Sugarcane,Karnataka,Mysore,Mysore Wholesale,561.0,460.0,629.0,2314.0,INR/Quintal
2021-11-08,Cotton,Telangana,Warangal,Warangal Wholesale,5088.0,4173.0,5706.0,3536.0,INR/Quintal
2017-08-01,Cotton,Maharashtra,Nashik,Nashik Wholesale,5328.0,4369.0,5975.0,4706.0,INR/Quintal
2019-06-15,Coffee,Tamil Nadu,Chennai,Chennai Wholesale,10222.0,8383.0,11463.0,4996.0,INR/Quintal
2022-10-08,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,8685.0,7122.0,9739.0,1478.0,INR/Quintal
2022-04-14,Cotton,Telangana,Warangal,Warangal Wholesale,8036.0,6590.0,9012.0,5000.0,INR/Quintal
2023-11-01,Potato,Punjab,Patiala,Patiala Wholesale,1552.0,1273.0,1740.0,4679.0,INR/Quintal
2023-01-15,Rice,Odisha,Bhubaneswar,Bhubaneswar Wholesale,1703.0,1397.0,1910.0,1886.0,INR/Quintal
2015-12-15,Oilseeds,Maharashtra,Nashik,Nashik Wholesale,2381.0,1953.0,2670.0,6225.0,INR/Quintal
2024-08-23,Maize,Telangana,Hyderabad,Hyderabad Wholesale,2271.0,1862.0,2547.0,2961.0,INR/Quintal
2019-08-04,Coconut,Andhra Pradesh,Krishna,Krishna Wholesale,2254.0,1848.0,2528.0,1406.0,INR/Quintal
2018-04-11,Potato,Punjab,Patiala,Patiala Wholesale,1681.0,1379.0,1885.0,5105.0,INR/Quintal
2015-01-10,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,4526.0,3712.0,5075.0,375.0,INR/Quintal
2022-08-19,Cotton,Maharashtra,Nagpur,Nagpur Wholesale,6301.0,5167.0,7066.0,4609.0,INR/Quintal
2024-02-19,Wheat,Punjab,Patiala,Patiala Wholesale,1932.0,1584.0,2167.0,5816.0,INR/Quintal
2019-01-01,Sugarcane,Karnataka,Mysore,Mysore Wholesale,439.0,360.0,492.0,2028.0,INR/Quintal
2025-06-28,Sugarcane,Tamil Nadu,Madurai,Madurai Wholesale,473.0,388.0,530.0,1997.0,INR/Quintal
2024-02-01,Oilseeds,Maharashtra,Pune,Pune Wholesale,6044.0,4957.0,6778.0,8046.0,INR/Quintal
2016-10-28,Potato,Bihar,Muzaffarpur,Muzaffarpur Wholesale,1507.0,1236.0,1690.0,2421.0,INR/Quintal
2022-02-06,Oilseeds,Rajasthan,Udaipur,Udaipur Wholesale,3867.0,3171.0,4336.0,2110.0,INR/Quintal
2019-03-03,Rice,Assam,Kamrup,Kamrup Wholesale,1710.0,1402.0,1918.0,2859.0,INR/Quintal
2020-12-16,Tea,Assam,Dibrugarh,Dibrugarh Wholesale,16161.0,13253.0,18123.0,755.0,INR/Quintal
2025-04-01,Pulses,Maharashtra,Nagpur,Nagpur Wholesale,3963.0,3250.0,4444.0,1372.0,INR/Quintal
2016-08-23,Wheat,Bihar,Muzaffarpur,Muzaffarpur Wholesale,1882.0,1543.0,2110.0,2344.0,INR/Quintal
2022-04-06,Pulses,Maharashtra,Nashik,Nashik Wholesale,7055.0,5786.0,7911.0,4592.0,INR/Quintal
2015-11-23,Tea,Kerala,Kozhikode,Kozhikode Wholesale,10386.0,8517.0,11647.0,1439.0,INR/Quintal
2025-06-21,Wheat,Rajasthan,Jaipur,Jaipur Wholesale,2643.0,2167.0,2964.0,2133.0,INR/Quintal
2025-09-11,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,4694.0,3849.0,5264.0,463.0,INR/Quintal
2017-09-06,Wheat,Punjab,Amritsar,Amritsar Wholesale,2473.0,2028.0,2773.0,4985.0,INR/Quintal
2021-09-17,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,3083.0,2528.0,3457.0,1020.0,INR/Quintal
2016-09-20,Maize,Bihar,Purnia,Purnia Wholesale,1492.0,1224.0,1673.0,576.0,INR/Quintal
2019-06-18,Coffee,Karnataka,Mysore,Mysore Wholesale,12692.0,10408.0,14233.0,1389.0,INR/Quintal
2025-04-04,Wheat,Bihar,Gaya,Gaya Wholesale,2156.0,1768.0,2418.0,1171.0,INR/Quintal
2025-01-30,Tea,West Bengal,Kolkata,Kolkata Wholesale,22672.0,18593.0,25424.0,1649.0,INR/Quintal
2025-02-13,Oilseeds,Gujarat,Vadodara,Vadodara Wholesale,4948.0,4058.0,5549.0,3591.0,INR/Quintal
2024-05-23,Coffee,Karnataka,Bangalore,Bangalore Wholesale,21869.0,17934.0,24524.0,4834.0,INR/Quintal
2025-01-22,Oilseeds,Gujarat,Rajkot,Rajkot Wholesale,6322.0,5185.0,7089.0,2381.0,INR/Quintal
2022-07-28,Rice,Andhra Pradesh,Guntur,Guntur Wholesale,1768.0,1450.0,1983.0,2511.0,INR/Quintal
2023-06-16,Cotton,Telangana,Warangal,Warangal Wholesale,4982.0,4086.0,5587.0,4211.0,INR/Quintal
2015-10-01,Sugarcane,Tamil Nadu,Coimbatore,Coimbatore Wholesale,390.0,320.0,437.0,1491.0,INR/Quintal
2016-11-15,Rice,Tamil Nadu,Chennai,Chennai Wholesale,2076.0,1702.0,2328.0,3811.0,INR/Quintal
2015-04-26,Tea,Assam,Dibrugarh,Dibrugarh Wholesale,9777.0,8018.0,10964.0,1220.0,INR/Quintal
2017-05-10,Potato,Punjab,Patiala,Patiala Wholesale,628.0,515.0,704.0,2247.0,INR/Quintal
2020-06-26,Coconut,Karnataka,Bangalore,Bangalore Wholesale,2195.0,1800.0,2461.0,2808.0,INR/Quintal
2016-11-23,Potato,Punjab,Patiala,Patiala Wholesale,959.0,786.0,1075.0,1981.0,INR/Quintal
2023-08-29,Sugarcane,Uttar Pradesh,Kanpur,Kanpur Wholesale,423.0,347.0,474.0,5067.0,INR/Quintal
2018-01-10,Oilseeds,Maharashtra,Mumbai,Mumbai Wholesale,2907.0,2384.0,3260.0,1089.0,INR/Quintal
2021-06-29,Maize,Bihar,Purnia,Purnia Wholesale,1808.0,1483.0,2027.0,3188.0,INR/Quintal
2023-03-28,Coconut,Tamil Nadu,Chennai,Chennai Wholesale,2116.0,1735.0,2373.0,4603.0,INR/Quintal
2020-12-01,Tea,Kerala,Kozhikode,Kozhikode Wholesale,8371.0,6865.0,9387.0,638.0,INR/Quintal
2019-11-28,Sugarcane,Tamil Nadu,Chennai,Chennai Wholesale,500.0,410.0,561.0,3550.0,INR/Quintal
2023-07-27,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,9503.0,7793.0,10657.0,887.0,INR/Quintal
2015-06-03,Coffee,Kerala,Kozhikode,Kozhikode Wholesale,14894.0,12214.0,16702.0,3003.0,INR/Quintal
2020-03-15,Coffee,Karnataka,Mysore,Mysore Wholesale,25012.0,20512.0,28048.0,6036.0,INR/Quintal
2018-11-28,Potato,Uttar Pradesh,Lucknow,Lucknow Wholesale,2166.0,1776.0,2429.0,2490.0,INR/Quintal
2025-02-16,Cotton,Gujarat,Ahmedabad,Ahmedabad Wholesale,6588.0,5403.0,7388.0,4052.0,INR/Quintal
2018-07-13,Coconut,Andhra Pradesh,Visakhapatnam,Visakhapatnam Wholesale,2061.0,1690.0,2311.0,1707.0,INR/Quintal
2015-11-11,Apple,Himachal Pradesh,Mandi,Mandi Wholesale,8575.0,7032.0,9616.0,598.0,INR/Quintal
2025-05-14,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,4974.0,4079.0,5578.0,462.0,INR/Quintal
2017-11-30,Potato,Punjab,Amritsar,Amritsar Wholesale,869.0,713.0,974.0,6166.0,INR/Quintal
2015-04-15,Maize,Madhya Pradesh,Bhopal,Bhopal Wholesale,1889.0,1549.0,2118.0,2504.0,INR/Quintal
2020-04-08,Coconut,Karnataka,Mysore,Mysore Wholesale,1623.0,1331.0,1820.0,774.0,INR/Quintal
2020-03-28,Sugarcane,Uttar Pradesh,Varanasi,Varanasi Wholesale,404.0,331.0,453.0,1053.0,INR/Quintal
2018-05-01,Wheat,Punjab,Patiala,Patiala Wholesale,1883.0,1544.0,2112.0,3101.0,INR/Quintal
2018-11-25,Maize,Telangana,Nizamabad,Nizamabad Wholesale,1575.0,1292.0,1766.0,430.0,INR/Quintal
2024-03-03,Coconut,Tamil Nadu,Madurai,Madurai Wholesale,1282.0,1051.0,1438.0,3125.0,INR/Quintal
2021-07-29,Wheat,Punjab,Patiala,Patiala Wholesale,2809.0,2304.0,3150.0,999.0,INR/Quintal
2023-05-22,Oilseeds,Rajasthan,Jodhpur,Jodhpur Wholesale,3581.0,2937.0,4016.0,545.0,INR/Quintal
2019-11-08,Sugarcane,Tamil Nadu,Coimbatore,Coimbatore Wholesale,351.0,288.0,394.0,3284.0,INR/Quintal
2020-05-14,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,3950.0,3239.0,4430.0,2107.0,INR/Quintal
2022-08-12,Coffee,Tamil Nadu,Chennai,Chennai Wholesale,16866.0,13831.0,18914.0,1907.0,INR/Quintal
2019-05-23,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,8920.0,7315.0,10003.0,1962.0,INR/Quintal
2016-12-09,Apple,Himachal Pradesh,Kangra,Kangra Wholesale,4221.0,3462.0,4733.0,316.0,INR/Quintal
2024-02-10,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,4443.0,3644.0,4982.0,2015.0,INR/Quintal
2016-10-12,Coffee,Kerala,Kozhikode,Kozhikode Wholesale,13657.0,11200.0,15315.0,463.0,INR/Quintal
2022-11-11,Rice,Telangana,Warangal,Warangal Wholesale,2573.0,2110.0,2885.0,3269.0,INR/Quintal
2017-08-04,Coffee,Tamil Nadu,Coimbatore,Coimbatore Wholesale,11613.0,9524.0,13023.0,3640.0,INR/Quintal
2016-10-22,Tea,Kerala,Thrissur,Thrissur Wholesale,7439.0,6101.0,8342.0,2390.0,INR/Quintal
2020-11-16,Rice,Punjab,Ludhiana,Ludhiana Wholesale,2126.0,1743.0,2384.0,5347.0,INR/Quintal
2022-03-20,Rice,Punjab,Ludhiana,Ludhiana Wholesale,1970.0,1616.0,2209.0,5902.0,INR/Quintal
2021-05-18,Coconut,Tamil Nadu,Madurai,Madurai Wholesale,3340.0,2739.0,3745.0,2140.0,INR/Quintal
2021-09-16,Coffee,Kerala,Kozhikode,Kozhikode Wholesale,10034.0,8229.0,11252.0,1901.0,INR/Quintal
2018-02-06,Potato,Uttar Pradesh,Lucknow,Lucknow Wholesale,929.0,762.0,1042.0,4683.0,INR/Quintal
2016-11-30,Cotton,Gujarat,Surat,Surat Wholesale,6618.0,5427.0,7421.0,534.0,INR/Quintal
2021-02-24,Cotton,Andhra Pradesh,Guntur,Guntur Wholesale,7672.0,6292.0,8603.0,4000.0,INR/Quintal
2024-03-28,Coconut,Andhra Pradesh,Chittoor,Chittoor Wholesale,1553.0,1274.0,1742.0,5351.0,INR/Quintal
2020-07-31,Tea,Kerala,Kozhikode,Kozhikode Wholesale,15253.0,12509.0,17105.0,382.0,INR/Quintal
2021-07-02,Pulses,Uttar Pradesh,Kanpur,Kanpur Wholesale,5994.0,4916.0,6722.0,4203.0,INR/Quintal
2021-01-10,Potato,Punjab,Patiala,Patiala Wholesale,1072.0,879.0,1202.0,5928.0,INR/Quintal
2016-07-05,Pulses,Uttar Pradesh,Kanpur,Kanpur Wholesale,4499.0,3690.0,5045.0,1545.0,INR/Quintal
2025-03-05,Wheat,Rajasthan,Udaipur,Udaipur Wholesale,2336.0,1916.0,2620.0,2220.0,INR/Quintal
2016-02-09,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,3863.0,3168.0,4332.0,2439.0,INR/Quintal
2016-04-06,Potato,Bihar,Purnia,Purnia Wholesale,965.0,791.0,1082.0,5642.0,INR/Quintal
2020-12-19,Coconut,Karnataka,Hubli,Hubli Wholesale,2484.0,2037.0,2786.0,2584.0,INR/Quintal
2022-10-09,Sugarcane,Uttar Pradesh,Kanpur,Kanpur Wholesale,513.0,421.0,575.0,2303.0,INR/Quintal
2017-05-23,Pulses,Rajasthan,Udaipur,Udaipur Wholesale,4336.0,3556.0,4862.0,852.0,INR/Quintal
2015-03-25,Tea,Kerala,Kozhikode,Kozhikode Wholesale,7631.0,6258.0,8557.0,685.0,INR/Quintal
2018-11-23,Tea,Kerala,Kozhikode,Kozhikode Wholesale,9496.0,7787.0,10649.0,1250.0,INR/Quintal
2022-09-02,Potato,Uttar Pradesh,Lucknow,Lucknow Wholesale,1775.0,1456.0,1990.0,4968.0,INR/Quintal
2022-04-29,Rice,Uttar Pradesh,Varanasi,Varanasi Wholesale,3029.0,2484.0,3397.0,9097.0,INR/Quintal
2023-09-16,Sugarcane,Karnataka,Hubli,Hubli Wholesale,433.0,355.0,486.0,3200.0,INR/Quintal
2015-08-09,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,3759.0,3083.0,4215.0,1231.0,INR/Quintal
2022-02-13,Sugarcane,Karnataka,Bangalore,Bangalore Wholesale,434.0,356.0,487.0,1589.0,INR/Quintal
2018-10-23,Coconut,Kerala,Ernakulam,Ernakulam Wholesale,2652.0,2175.0,2974.0,1883.0,INR/Quintal
2023-10-24,Tea,West Bengal,Howrah,Howrah Wholesale,9890.0,8111.0,11091.0,2776.0,INR/Quintal
2015-04-22,Wheat,Madhya Pradesh,Bhopal,Bhopal Wholesale,1757.0,1441.0,1970.0,2429.0,INR/Quintal
2016-09-06,Apple,Himachal Pradesh,Shimla,Shimla Wholesale,5813.0,4767.0,6519.0,1264.0,INR/Quintal
2019-05-01,Pulses,Maharashtra,Nashik,Nashik Wholesale,6348.0,5206.0,7119.0,5771.0,INR/Quintal
2023-02-19,Pulses,Uttar Pradesh,Lucknow,Lucknow Wholesale,5853.0,4800.0,6564.0,7604.0,INR/Quintal
2024-10-05,Wheat,Punjab,Ludhiana,Ludhiana Wholesale,3131.0,2568.0,3511.0,3065.0,INR/Quintal
2024-10-16,Maize,Madhya Pradesh,Bhopal,Bhopal Wholesale,1655.0,1357.0,1856.0,2406.0,INR/Quintal
2016-04-19,Apple,Himachal Pradesh,Kangra,Kangra Wholesale,6006.0,4925.0,6735.0,387.0,INR/Quintal
2022-11-23,Potato,West Bengal,Howrah,Howrah Wholesale,1366.0,1120.0,1532.0,3330.0,INR/Quintal
2020-03-28,Coconut,Andhra Pradesh,Visakhapatnam,Visakhapatnam Wholesale,2530.0,2075.0,2837.0,2434.0,INR/Quintal
2015-09-28,Tea,West Bengal,Kolkata,Kolkata Wholesale,15744.0,12911.0,17655.0,1322.0,INR/Quintal
2021-10-04,Cotton,Maharashtra,Nagpur,Nagpur Wholesale,7699.0,6314.0,8634.0,876.0,INR/Quintal
2020-04-04,Coffee,Kerala,Ernakulam,Ernakulam Wholesale,18449.0,15130.0,20689.0,1376.0,INR/Quintal
2022-07-17,Wheat,Bihar,Muzaffarpur,Muzaffarpur Wholesale,2591.0,2125.0,2906.0,4219.0,INR/Quintal
2018-10-22,Wheat,Madhya Pradesh,Bhopal,Bhopal Wholesale,2669.0,2189.0,2993.0,1403.0,INR/Quintal
2024-03-05,Sugarcane,Tamil Nadu,Chennai,Chennai Wholesale,454.0,372.0,509.0,6685.0,INR/Quintal
2024-03-08,Potato,West Bengal,Darjeeling,Darjeeling Wholesale,2221.0,1821.0,2491.0,1763.0,INR/Quintal
2015-02-09,Potato,West Bengal,Darjeeling,Darjeeling Wholesale,1882.0,1543.0,2110.0,1965.0,INR/Quintal
2020-06-05,Cotton,Maharashtra,Mumbai,Mumbai Wholesale,6296.0,5163.0,7060.0,3913.0,INR/Quintal
2021-02-14,Coffee,Karnataka,Bangalore,Bangalore Wholesale,21741.0,17829.0,24380.0,2873.0,INR/Quintal
2023-11-10,Potato,Punjab,Patiala,Patiala Wholesale,1321.0,1083.0,1481.0,4332.0,INR/Quintal
2017-09-20,Rice,Punjab,Ludhiana,Ludhiana Wholesale,1397.0,1146.0,1567.0,2519.0,INR/Quintal
2020-07-05,Tea,Assam,Dibrugarh,Dibrugarh Wholesale,12495.0,10247.0,14012.0,2823.0,INR/Quintal
2024-11-16,Coconut,Kerala,Ernakulam,Ernakulam Wholesale,1769.0,1451.0,1984.0,1661.0,INR/Quintal
2022-01-27,Rice,West Bengal,Howrah,Howrah Wholesale,2317.0,1900.0,2598.0,3891.0,INR/Quintal
2023-06-03,Maize,Bihar,Gaya,Gaya Wholesale,2570.0,2108.0,2882.0,1945.0,INR/Quintal
2025-09-11,Coconut,Kerala,Ernakulam,Ernakulam Wholesale,1524.0,1250.0,1709.0,2054.0,INR/Quintal
2015-10-17,Tea,Assam,Kamrup,Kamrup Wholesale,5304.0,4350.0,5948.0,2041.0,INR/Quintal
2021-10-16,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,7118.0,5837.0,7982.0,677.0,INR/Quintal
2021-11-23,Oilseeds,Gujarat,Surat,Surat Wholesale,3532.0,2897.0,3961.0,1777.0,INR/Quintal
2023-11-27,Tea,Assam,Tinsukia,Tinsukia Wholesale,11382.0,9334.0,12764.0,2219.0,INR/Quintal
2024-02-02,Tea,West Bengal,Howrah,Howrah Wholesale,13803.0,11320.0,15479.0,6574.0,INR/Quintal
2022-04-29,Cotton,Maharashtra,Nashik,Nashik Wholesale,5154.0,4227.0,5780.0,1796.0,INR/Quintal
2015-10-06,Apple,Himachal Pradesh,Mandi,Mandi Wholesale,3320.0,2723.0,3723.0,1516.0,INR/Quintal
2023-01-03,Rice,Chhattisgarh,Raipur,Raipur Wholesale,3468.0,2844.0,3889.0,2369.0,INR/Quintal
2016-08-03,Coffee,Kerala,Thrissur,Thrissur Wholesale,10932.0,8965.0,12259.0,1697.0,INR/Quintal
2017-05-12,Sugarcane,Uttar Pradesh,Lucknow,Lucknow Wholesale,386.0,317.0,433.0,8328.0,INR/Quintal
2015-09-11,Cotton,Maharashtra,Pune,Pune Wholesale,6916.0,5672.0,7756.0,2936.0,INR/Quintal
2015-06-30,Tea,Kerala,Ernakulam,Ernakulam Wholesale,11941.0,9793.0,13391.0,3390.0,INR/Quintal
2025-09-06,Sugarcane,Maharashtra,Pune,Pune Wholesale,411.0,337.0,461.0,2562.0,INR/Quintal
2016-11-11,Coconut,Karnataka,Belgaum,Belgaum Wholesale,2078.0,1704.0,2330.0,1519.0,INR/Quintal
2017-04-04,Apple,Jammu and Kashmir,Srinagar,Srinagar Wholesale,7049.0,5781.0,7905.0,1827.0,INR/Quintal
2024-10-20,Coconut,Tamil Nadu,Chennai,Chennai Wholesale,3044.0,2496.0,3414.0,3790.0,INR/Quintal
2025-06-29,Pulses,Rajasthan,Jaipur,Jaipur Wholesale,6867.0,5631.0,7701.0,3000.0,INR/Quintal
2016-11-30,Sugarcane,Karnataka,Belgaum,Belgaum Wholesale,380.0,312.0,426.0,1302.0,INR/Quintal
2022-02-26,Wheat,Bihar,Muzaffarpur,Muzaffarpur Wholesale,2028.0,1663.0,2274.0,2426.0,INR/Quintal
2018-09-11,Cotton,Andhra Pradesh,Guntur,Guntur Wholesale,5880.0,4822.0,6594.0,2374.0,INR/Quintal
2018-10-12,Cotton,Andhra Pradesh,Krishna,Krishna Wholesale,6479.0,5313.0,7266.0,2729.0,INR/Quintal
2025-09-01,Wheat,Bihar,Purnia,Purnia Wholesale,2741.0,2248.0,3074.0,961.0,INR/Quintal
2019-08-01,Pulses,Uttar Pradesh,Kanpur,Kanpur Wholesale,3597.0,2950.0,4034.0,1704.0,INR/Quintal
2022-06-20,Potato,West Bengal,Darjeeling,Darjeeling Wholesale,723.0,593.0,811.0,4306.0,INR/Quintal
2021-09-04,Potato,West Bengal,Kolkata,Kolkata Wholesale,2299.0,1885.0,2578.0,2916.0,INR/Quintal
2019-06-27,Potato,West Bengal,Kolkata,Kolkata Wholesale,815.0,668.0,914.0,4704.0,INR/Quintal
2020-05-11,Potato,Punjab,Ludhiana,Ludhiana Wholesale,1083.0,888.0,1214.0,8104.0,INR/Quintal
2023-08-23,Rice,Bihar,Muzaffarpur,Muzaffarpur Wholesale,3144.0,2578.0,3526.0,1397.0,INR/Quintal
2024-04-11,Wheat,Haryana,Gurgaon,Gurgaon Wholesale,2425.0,1989.0,2719.0,7704.0,INR/Quintal
2015-07-31,Coconut,Andhra Pradesh,Chittoor,Chittoor Wholesale,1363.0,1118.0,1528.0,3567.0,INR/Quintal
2019-03-19,Pulses,Madhya Pradesh,Bhopal,Bhopal Wholesale,4930.0,4043.0,5529.0,5002.0,INR/Quintal
2016-01-19,Coconut,Tamil Nadu,Chennai,Chennai Wholesale,2202.0,1806.0,2469.0,2181.0,INR/Quintal
2019-09-11,Tea,Assam,Kamrup,Kamrup Wholesale,10671.0,8751.0,11966.0,960.0,INR/Quintal
2015-12-08,Maize,Karnataka,Mysore,Mysore Wholesale,2119.0,1738.0,2376.0,4036.0,INR/Quintal
2020-01-13,Cotton,Maharashtra,Nashik,Nashik Wholesale,5582.0,4578.0,6260.0,6993.0,INR/Quintal
2020-06-10,Sugarcane,Uttar Pradesh,Kanpur,Kanpur Wholesale,459.0,376.0,515.0,6316.0,INR/Quintal
2017-04-23,Potato,Bihar,Purnia,Purnia Wholesale,709.0,581.0,795.0,4752.0,INR/Quintal
2023-07-07,Sugarcane,Uttar Pradesh,Lucknow,Lucknow Wholesale,445.0,365.0,499.0,2860.0,INR/Quintal
2019-03-15,Maize,Bihar,Patna,Patna Wholesale,2174.0,1783.0,2438.0,4849.0,INR/Quintal
2016-02-24,Cotton,Gujarat,Ahmedabad,Ahmedabad Wholesale,4815.0,3949.0,5400.0,6206.0,INR/Quintal
2022-08-30,Oilseeds,Rajasthan,Jodhpur,Jodhpur Wholesale,4561.0,3740.0,5115.0,2015.0,INR/Quintal
2023-11-15,Coconut,Andhra Pradesh,Chittoor,Chittoor Wholesale,1621.0,1329.0,1818.0,3617.0,INR/Quintal
2020-06-11,Coffee,Karnataka,Mysore,Mysore Wholesale,11679.0,9578.0,13097.0,783.0,INR/Quintal
2020-04-16,Pulses,Maharashtra,Nagpur,Nagpur Wholesale,5255.0,4310.0,5893.0,5681.0,INR/Quintal
2024-05-07,Rice,Uttar Pradesh,Varanasi,Varanasi Wholesale,2985.0,2448.0,3347.0,4575.0,INR/Quintal
2020-01-24,Sugarcane,Tamil Nadu,Madurai,Madurai Wholesale,365.0,299.0,409.0,6106.0,INR/Quintal
2015-11-02,Potato,Bihar,Purnia,Purnia Wholesale,1877.0,1539.0,2105.0,2748.0,INR/Quintal
2024-11-22,Wheat,Bihar,Purnia,Purnia Wholesale,2192.0,1798.0,2458.0,2751.0,INR/Quintal
2022-07-12,Sugarcane,Maharashtra,Pune,Pune Wholesale,385.0,316.0,432.0,5495.0,INR/Quintal
2017-05-18,Cotton,Andhra Pradesh,Krishna,Krishna Wholesale,4885.0,4006.0,5478.0,1271.0,INR/Quintal
2022-01-28,Oilseeds,Madhya Pradesh,Bhopal,Bhopal Wholesale,3036.0,2490.0,3405.0,1604.0,INR/Quintal
2018-02-09,Pulses,Rajasthan,Jodhpur,Jodhpur Wholesale,3567.0,2925.0,4000.0,3045.0,INR/Quintal
2018-12-05,Wheat,Haryana,Faridabad,Faridabad Wholesale,2505.0,2054.0,2809.0,2686.0,INR/Quintal
2015-07-25,Coffee,Kerala,Thrissur,Thrissur Wholesale,13946.0,11437.0,15639.0,1399.0,INR/Quintal
2023-12-01,Cotton,Telangana,Warangal,Warangal Wholesale,6405.0,5253.0,7183.0,4065.0,INR/Quintal
